time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-22 00:00:00+00:00,83,26,0,0
2026-04-23 00:00:00+00:00,38,15,0,0
2026-04-24 00:00:00+00:00,75,27,0,0
2026-04-25 00:00:00+00:00,48,19,0,0
2026-04-26 00:00:00+00:00,43,11,0,0
2026-04-27 00:00:00+00:00,24,8,0,0
2026-04-28 00:00:00+00:00,32,8,0,0
2026-04-29 00:00:00+00:00,67,16,0,0
2026-04-30 00:00:00+00:00,29,7,3,1
2026-05-01 00:00:00+00:00,28,8,10,1
2026-05-02 00:00:00+00:00,40,10,0,0
2026-05-03 00:00:00+00:00,25,8,2,1
2026-05-04 00:00:00+00:00,30,8,0,0
2026-05-05 00:00:00+00:00,32,9,0,0
