time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-09 00:00:00+00:00,14,5,1,1
2026-05-10 00:00:00+00:00,32,10,0,0
2026-05-11 00:00:00+00:00,13,4,3,1
2026-05-12 00:00:00+00:00,25,6,0,0
2026-05-13 00:00:00+00:00,32,9,0,0
2026-05-14 00:00:00+00:00,17,7,2,2
2026-05-15 00:00:00+00:00,9,4,2,1
2026-05-16 00:00:00+00:00,25,9,0,0
2026-05-17 00:00:00+00:00,9,4,1,1
2026-05-18 00:00:00+00:00,20,7,0,0
2026-05-19 00:00:00+00:00,14,4,0,0
2026-05-20 00:00:00+00:00,1,1,0,0
2026-05-21 00:00:00+00:00,27,9,6,1
2026-05-22 00:00:00+00:00,7,2,0,0
